캐릭터,파티,무기,성유물 이름
gorou,gorou(10) / albedo(7) / zhongli(7) / noelle(6) / chiori(4) / itto(4) / ningguang(4) / furina(3) / jean(3) / xilonen(3) / amber(2) / bennett(2) / fischl(2) / gaming(2) / keqing(2) / navia(2) / wanderer(2) / xinyan(2) / yelan(2) / yunjin(2) / alhaitham(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / barbara(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chongyun(1) / citlali(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dehya(1) / diluc(1) / diona(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / heizou(1) / hutao(1) / ineffa(1) / kaeya(1) / kaveh(1) / kazuha(1) / kinich(1) / kirara(1) / klee(1) / kokomi(1) / kukishinobu(1) / lanyan(1) / lauma(1) / layla(1) / lisa(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mona(1) / mualani(1) / nahida(1) / neuvillette(1) / nilou(1) / ororon(1) / qiqi(1) / raiden(1) / razor(1) / rosaria(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / sucrose(1) / thoma(1) / tighnari(1) / varesa(1) / venti(1) / wriothesley(1) / xiangling(1) / xianyun(1) / xiao(1) / xingqiu(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yoimiya(1),favoniuswarbow(6) / elegyfortheend(4) / endoftheline(4) / sacrificialbow(4) / blacktassel(3) / favoniussword(3) / redhornstonethresher(3) / whiteblind(3) / cinnabarspindle(2) / harbingerofdawn(2) / skywardblade(2) / staffofhoma(2) / favoniuslance(1) / prototypeamber(1) / recurvebow(1) / sacrificialgreatsword(1) / thestringless(1) / urakumisugiri(1),huskofopulentdreams(6) / noblesseoblige(5) / theexile(5) / archaicpetra(3) / emblemofseveredfate(3) / tenacityofthemillelith(2) / viridescentvenerer(2) / goldentroupe(1) / instructor(1) / scrolloftheheroofcindercity(1) / silkenmoonsserenade(1)
heizou,heizou(9) / yelan(7) / beidou(6) / bennett(6) / fischl(5) / sucrose(5) / xiangling(5) / xingqiu(5) / diona(4) / hutao(4) / albedo(3) / faruzan(3) / gaming(3) / ganyu(3) / jean(3) / keqing(3) / kukishinobu(3) / venti(3) / xiao(3) / yaemiko(3) / zhongli(3) / amber(2) / barbara(2) / collei(2) / diluc(2) / escoffier(2) / kaeya(2) / klee(2) / layla(2) / mona(2) / nahida(2) / raiden(2) / rosaria(2) / shenhe(2) / skirk(2) / thoma(2) / wanderer(2) / xinyan(2) / yanfei(2) / yaoyao(2) / yoimiya(2) / alhaitham(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / cyno(1) / dahlia(1) / dehya(1) / dori(1) / emilie(1) / eula(1) / flins(1) / freminet(1) / furina(1) / gorou(1) / ineffa(1) / itto(1) / kaveh(1) / kazuha(1) / kinich(1) / kirara(1) / kokomi(1) / lanyan(1) / lauma(1) / lisa(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / sigewinne(1) / tartaglia(1) / tighnari(1) / varesa(1) / wriothesley(1) / xianyun(1) / xilonen(1) / yunjin(1),sacrificialfragments(5) / skywardatlas(5) / solarpearl(5) / lostprayertothesacredwinds(4) / mappamare(4) / thewidsith(4) / engulfinglightning(2) / thrillingtalesofdragonslayers(2) / aquasimulacra(1) / aquilafavonia(1) / athousandfloatingdreams(1) / blacktassel(1) / elegyfortheend(1) / emeraldorb(1) / everlastingmoonglow(1) / favoniuscodex(1) / favoniussword(1) / favoniuswarbow(1) / hakushinring(1) / keyofkhajnisut(1) / magicguide(1) / memoryofdust(1) / prototypeamber(1) / sacrificialsword(1) / sapwoodblade(1) / serpentspine(1) / skywardblade(1) / skywardharp(1) / skywardpride(1) / splendoroftranquilwaters(1) / thecatch(1) / thestringless(1) / wanderingevenstar(1),viridescentvenerer(8) / noblesseoblige(4) / emblemofseveredfate(3) / desertpavilionchronicle(2) / tenacityofthemillelith(2) / gildeddreams(1) / goldentroupe(1) / heartofdepth(1) / lavawalker(1) / scrolloftheheroofcindercity(1) / shimenawasreminiscence(1) / theexile(1) / thunderingfury(1) / thundersoother(1) / wandererstroupe(1)
hutao,hutao(10) / xingqiu(8) / sucrose(7) / yelan(7) / zhongli(7) / bennett(6) / rosaria(6) / thoma(6) / albedo(5) / amber(5) / diona(4) / gaming(4) / fischl(3) / ganyu(3) / kaeya(3) / nahida(3) / xiangling(3) / xiao(3) / yoimiya(3) / ayaka(2) / beidou(2) / candace(2) / chongyun(2) / collei(2) / dehya(2) / faruzan(2) / furina(2) / kazuha(2) / klee(2) / layla(2) / mona(2) / venti(2) / xilonen(2) / yanfei(2) / yunjin(2) / alhaitham(1) / aloy(1) / arlecchino(1) / ayato(1) / baizhu(1) / barbara(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / citlali(1) / clorinde(1) / cyno(1) / dahlia(1) / diluc(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / kokomi(1) / kukishinobu(1) / lanyan(1) / lauma(1) / lisa(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / raiden(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / tighnari(1) / varesa(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xinyan(1) / yaemiko(1) / yaoyao(1),staffofhoma(8) / deathmatch(7) / staffofthescarletsands(6) / blacktassel(4) / elegyfortheend(4) / freedomsworn(4) / sacrificialsword(4) / aquasimulacra(3) / balladofthefjords(3) / favoniussword(3) / favoniuswarbow(3) / lithicspear(3) / prototypeamber(3) / rust(3) / amenomakageuchi(2) / blackcliffpole(2) / cinnabarspindle(2) / dragonsbane(2) / favoniuslance(2) / harbingerofdawn(2) / ironsting(2) / mappamare(2) / mistsplitterreforged(2) / primordialjadecutter(2) / sacrificialfragments(2) / skywardblade(2) / skywardspine(2) / thestringless(2) / thunderingpulse(2) / athousandfloatingdreams(1) / calamityqueller(1) / favoniuscodex(1) / keyofkhajnisut(1) / kitaincrossspear(1) / missivewindspear(1) / moonpiercer(1) / primordialjadewingedspear(1) / prototypestarglitter(1) / sacrificialbow(1) / thrillingtalesofdragonslayers(1) / vortexvanquisher(1) / whitetassel(1),crimsonwitchofflames(8) / tenacityofthemillelith(6) / emblemofseveredfate(4) / instructor(4) / viridescentvenerer(4) / archaicpetra(3) / blizzardstrayer(3) / gildeddreams(3) / noblesseoblige(3) / shimenawasreminiscence(3) / heartofdepth(2) / deepwoodmemories(1) / lavawalker(1) / marechausseehunter(1) / thunderingfury(1)
ineffa,ineffa(10) / furina(9) / neuvillette(9) / xilonen(8) / fischl(7) / yelan(7) / clorinde(6) / flins(6) / gaming(6) / ororon(6) / sucrose(6) / varesa(6) / xingqiu(6) / beidou(5) / cyno(5) / keqing(5) / lauma(5) / nahida(5) / xianyun(5) / alhaitham(4) / arlecchino(4) / dori(4) / hutao(4) / jean(4) / lyney(4) / mavuika(4) / navia(4) / sethos(4) / tighnari(4) / venti(4) / wanderer(4) / yoimiya(4) / ayato(3) / baizhu(3) / barbara(3) / bennett(3) / candace(3) / chasca(3) / chevreuse(3) / collei(3) / dehya(3) / diluc(3) / faruzan(3) / itto(3) / kaveh(3) / kirara(3) / klee(3) / kukishinobu(3) / lanyan(3) / lisa(3) / lynette(3) / mona(3) / ningguang(3) / noelle(3) / razor(3) / sara(3) / sayu(3) / sigewinne(3) / thoma(3) / xiangling(3) / yaemiko(3) / yanfei(3) / yaoyao(3) / zhongli(3) / albedo(2) / aloy(2) / amber(2) / ayaka(2) / charlotte(2) / chiori(2) / chongyun(2) / citlali(2) / dahlia(2) / diona(2) / emilie(2) / escoffier(2) / eula(2) / freminet(2) / ganyu(2) / gorou(2) / heizou(2) / kaeya(2) / kazuha(2) / kinich(2) / kokomi(2) / layla(2) / mika(2) / mualani(2) / nilou(2) / qiqi(2) / raiden(2) / rosaria(2) / shenhe(2) / skirk(2) / tartaglia(2) / wriothesley(2) / xiao(2) / xinyan(2) / yunjin(2),fracturedhalo(8) / missivewindspear(6) / deathmatch(5) / balladofthefjords(4) / bloodsoakedruins(4) / calamityqueller(4) / staffofthescarletsands(4) / rust(3) / staffofhoma(3) / favoniuslance(2) / kitaincrossspear(2) / vortexvanquisher(2) / wanderingevenstar(2) / absolution(1) / aquasimulacra(1) / aquilafavonia(1) / cranesechoingcall(1) / crimsonmoonssemblance(1) / elegyfortheend(1) / favoniuscodex(1) / favoniussword(1) / favoniuswarbow(1) / fluteofezpitzal(1) / lithicspear(1) / peakpatrolsong(1) / primordialjadewingedspear(1) / sacrificialfragments(1) / sacrificialsword(1) / skywardspine(1) / splendoroftranquilwaters(1) / theblackspoon(1) / thestringless(1) / thewidsith(1) / thunderingpulse(1) / tomeoftheeternalflow(1) / vividnotions(1),gildeddreams(6) / silkenmoonsserenade(4) / tenacityofthemillelith(4) / thunderingfury(4) / viridescentvenerer(4) / deepwoodmemories(3) / goldentroupe(2) / noblesseoblige(2) / scrolloftheheroofcindercity(2) / shimenawasreminiscence(2) / emblemofseveredfate(1) / flowerofparadiselost(1) / fragmentofharmonicwhimsy(1) / instructor(1) / longnightsoath(1) / marechausseehunter(1) / nightoftheskysunveiling(1) / wandererstroupe(1)
itto,itto(8) / albedo(6) / chiori(6) / gorou(6) / zhongli(6) / bennett(5) / fischl(5) / furina(5) / noelle(5) / navia(4) / xiangling(4) / beidou(3) / diona(3) / gaming(3) / jean(3) / kukishinobu(3) / layla(3) / mona(3) / ningguang(3) / xilonen(3) / amber(2) / baizhu(2) / charlotte(2) / dehya(2) / escoffier(2) / keqing(2) / kinich(2) / kokomi(2) / mavuika(2) / razor(2) / rosaria(2) / venti(2) / wriothesley(2) / xianyun(2) / xingqiu(2) / yaemiko(2) / yelan(2) / alhaitham(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / barbara(1) / candace(1) / chasca(1) / chevreuse(1) / chongyun(1) / citlali(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / diluc(1) / dori(1) / emilie(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / heizou(1) / hutao(1) / ineffa(1) / kaeya(1) / kaveh(1) / kazuha(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / lisa(1) / lynette(1) / lyney(1) / mika(1) / mualani(1) / nahida(1) / neuvillette(1) / nilou(1) / ororon(1) / qiqi(1) / raiden(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / sucrose(1) / thoma(1) / tighnari(1) / varesa(1) / wanderer(1) / xiao(1) / xinyan(1) / yanfei(1) / yaoyao(1) / yoimiya(1) / yunjin(1),redhornstonethresher(7) / serpentspine(6) / favoniuswarbow(5) / skywardpride(5) / whiteblind(5) / blacktassel(3) / cinnabarspindle(3) / thrillingtalesofdragonslayers(3) / verdict(3) / athousandblazingsuns(2) / beaconofthereedsea(2) / engulfinglightning(2) / favoniussword(2) / fleuvecendreferryman(2) / harbingerofdawn(2) / skywardblade(2) / skywardharp(2) / splendoroftranquilwaters(2) / staffofhoma(2) / thecatch(2) / thestringless(2) / urakumisugiri(2) / blackcliffslasher(1) / deathmatch(1) / everlastingmoonglow(1) / fangofthemountainking(1) / favoniuscodex(1) / favoniusgreatsword(1) / freedomsworn(1) / fruitfulhook(1) / prototypeamber(1) / staffofthescarletsands(1) / theunforged(1),huskofopulentdreams(7) / archaicpetra(4) / emblemofseveredfate(4) / noblesseoblige(4) / tenacityofthemillelith(4) / retracingbolide(3) / desertpavilionchronicle(2) / goldentroupe(2) / oceanhuedclam(2) / thunderingfury(2) / viridescentvenerer(2) / blizzardstrayer(1) / maidenbeloved(1) / marechausseehunter(1) / nighttimewhispersintheechoingwoods(1) / songofdayspast(1) / theexile(1)
jean,jean(10) / xiao(7) / furina(6) / raiden(6) / xingqiu(6) / beidou(5) / bennett(5) / diluc(5) / eula(5) / hutao(5) / yelan(5) / yunjin(5) / zhongli(5) / amber(4) / chongyun(4) / diona(4) / fischl(4) / gaming(4) / ganyu(4) / kaeya(4) / keqing(4) / kokomi(4) / rosaria(4) / venti(4) / xiangling(4) / albedo(3) / aloy(3) / ayato(3) / faruzan(3) / klee(3) / lisa(3) / noelle(3) / qiqi(3) / sayu(3) / shenhe(3) / sucrose(3) / yoimiya(3) / alhaitham(2) / arlecchino(2) / baizhu(2) / barbara(2) / candace(2) / charlotte(2) / chevreuse(2) / chiori(2) / clorinde(2) / collei(2) / cyno(2) / dehya(2) / dori(2) / emilie(2) / escoffier(2) / freminet(2) / gorou(2) / heizou(2) / itto(2) / kaveh(2) / kinich(2) / kirara(2) / kukishinobu(2) / layla(2) / lynette(2) / lyney(2) / mika(2) / mona(2) / mualani(2) / nahida(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / razor(2) / sara(2) / sethos(2) / sigewinne(2) / skirk(2) / tartaglia(2) / thoma(2) / tighnari(2) / wanderer(2) / wriothesley(2) / xianyun(2) / xilonen(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / ayaka(1) / chasca(1) / citlali(1) / dahlia(1) / flins(1) / ineffa(1) / kazuha(1) / lanyan(1) / lauma(1) / mavuika(1) / mizuki(1) / ororon(1) / varesa(1),mistsplitterreforged(3) / sacrificialsword(3) / skywardblade(3) / blacktassel(2) / deathmatch(2) / engulfinglightning(2) / everlastingmoonglow(2) / favoniuslance(2) / favoniussword(2) / favoniuswarbow(2) / fleuvecendreferryman(2) / freedomsworn(2) / harangeppakufutsu(2) / kitaincrossspear(2) / primordialjadecutter(2) / prototypeamber(2) / rust(2) / sacrificialbow(2) / serpentspine(2) / skywardharp(2) / skywardpride(2) / skywardspine(2) / songofbrokenpines(2) / splendoroftranquilwaters(2) / staffofhoma(2) / theblackspoon(2) / thecatch(2) / thestringless(2) / amenomakageuchi(1) / aquasimulacra(1) / festeringdesire(1) / oathsworneye(1) / primordialjadewingedspear(1) / wolfsgravestone(1),viridescentvenerer(6) / noblesseoblige(5) / emblemofseveredfate(3) / oceanhuedclam(3) / blizzardstrayer(2) / crimsonwitchofflames(2) / goldentroupe(2) / huskofopulentdreams(2) / maidenbeloved(2) / paleflame(2) / tenacityofthemillelith(2) / thunderingfury(2) / gladiatorsfinale(1) / nymphsdream(1) / shimenawasreminiscence(1)
kaeya,kaeya(10) / chongyun(8) / xingqiu(8) / bennett(7) / xiangling(7) / rosaria(6) / venti(6) / hutao(5) / zhongli(5) / albedo(4) / diona(4) / gaming(4) / ganyu(4) / arlecchino(3) / ayaka(3) / diluc(3) / escoffier(3) / furina(3) / kokomi(3) / mona(3) / shenhe(3) / skirk(3) / sucrose(3) / xianyun(3) / aloy(2) / amber(2) / barbara(2) / chiori(2) / citlali(2) / emilie(2) / eula(2) / fischl(2) / jean(2) / keqing(2) / klee(2) / lanyan(2) / layla(2) / lynette(2) / mavuika(2) / nahida(2) / neuvillette(2) / raiden(2) / sayu(2) / wriothesley(2) / xilonen(2) / yaemiko(2) / yelan(2) / yoimiya(2) / alhaitham(1) / ayato(1) / baizhu(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dehya(1) / dori(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / kaveh(1) / kazuha(1) / kinich(1) / kirara(1) / kukishinobu(1) / lauma(1) / lisa(1) / lyney(1) / mika(1) / mualani(1) / navia(1) / nilou(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / sara(1) / sethos(1) / sigewinne(1) / tartaglia(1) / thoma(1) / tighnari(1) / varesa(1) / wanderer(1) / xiao(1) / xinyan(1) / yanfei(1) / yaoyao(1) / yunjin(1),mistsplitterreforged(8) / favoniussword(7) / primordialjadecutter(7) / skywardblade(5) / amenomakageuchi(4) / blacktassel(4) / engulfinglightning(4) / sacrificialsword(4) / thrillingtalesofdragonslayers(4) / deathmatch(3) / everlastingmoonglow(3) / favoniuswarbow(3) / freedomsworn(3) / rust(3) / sacrificialbow(3) / serpentspine(3) / skywardharp(3) / staffofhoma(3) / theblackspoon(3) / thecatch(3) / wolfsgravestone(3) / harbingerofdawn(2) / lightoffoliarincision(2) / lionsroar(2) / absolution(1) / aquilafavonia(1) / athousandfloatingdreams(1) / azurelight(1) / favoniuslance(1) / finaleofthedeep(1) / fleuvecendreferryman(1) / harangeppakufutsu(1) / ironsting(1) / splendoroftranquilwaters(1) / summitshaper(1) / thealleyflash(1) / urakumisugiri(1),noblesseoblige(9) / blizzardstrayer(8) / emblemofseveredfate(8) / viridescentvenerer(6) / crimsonwitchofflames(4) / tenacityofthemillelith(4) / maidenbeloved(3) / gildeddreams(2) / instructor(2) / archaicpetra(1) / deepwoodmemories(1) / marechausseehunter(1) / scrolloftheheroofcindercity(1) / unfinishedreverie(1)
kaveh,kaveh(10) / baizhu(8) / nahida(8) / nilou(8) / xingqiu(7) / yelan(7) / kokomi(5) / alhaitham(4) / kukishinobu(4) / raiden(4) / amber(3) / emilie(3) / fischl(3) / furina(3) / kazuha(3) / kirara(3) / sucrose(3) / thoma(3) / tighnari(3) / yaoyao(3) / ayato(2) / beidou(2) / bennett(2) / candace(2) / citlali(2) / collei(2) / diona(2) / escoffier(2) / gaming(2) / ganyu(2) / kaeya(2) / keqing(2) / kinich(2) / lauma(2) / layla(2) / mavuika(2) / rosaria(2) / sigewinne(2) / venti(2) / xilonen(2) / yaemiko(2) / zhongli(2) / albedo(1) / aloy(1) / arlecchino(1) / ayaka(1) / barbara(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / clorinde(1) / cyno(1) / dahlia(1) / dehya(1) / diluc(1) / dori(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / jean(1) / klee(1) / lanyan(1) / lisa(1) / lynette(1) / lyney(1) / mika(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / skirk(1) / varesa(1) / wanderer(1) / wriothesley(1) / xiangling(1) / xianyun(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1),favoniusgreatsword(5) / mailedflower(5) / makhairaaquamarine(4) / forestregalia(3) / freedomsworn(3) / keyofkhajnisut(3) / sacrificialgreatsword(3) / sacrificialsword(3) / aquasimulacra(2) / athousandfloatingdreams(2) / everlastingmoonglow(2) / favoniuswarbow(2) / ironsting(2) / katsuragikirinagamasa(2) / lightoffoliarincision(2) / primordialjadecutter(2) / prototypeamber(2) / rainslasher(2) / solarpearl(2) / theblackspoon(2) / wolfsgravestone(2) / bloodtaintedgreatsword(1) / engulfinglightning(1) / jadefallssplendor(1) / kitaincrossspear(1) / sacrificialbow(1) / sacrificialfragments(1) / skywardpride(1) / songofbrokenpines(1) / thedockhandsassistant(1),deepwoodmemories(7) / flowerofparadiselost(6) / oceanhuedclam(6) / gildeddreams(4) / noblesseoblige(3) / emblemofseveredfate(2) / tenacityofthemillelith(2) / viridescentvenerer(2) / instructor(1) / vourukashasglow(1)
kazuha,bennett(7) / xiangling(7) / yelan(7) / arlecchino(6) / lyney(6) / mona(6) / neuvillette(6) / fischl(5) / gaming(5) / ganyu(5) / klee(5) / nahida(5) / shenhe(5) / sucrose(5) / tartaglia(5) / xianyun(5) / amber(4) / charlotte(4) / furina(4) / kazuha(4) / raiden(4) / rosaria(4) / thoma(4) / wriothesley(4) / xingqiu(4) / albedo(3) / baizhu(3) / barbara(3) / beidou(3) / chongyun(3) / clorinde(3) / collei(3) / diluc(3) / diona(3) / emilie(3) / freminet(3) / hutao(3) / kaeya(3) / kukishinobu(3) / layla(3) / lisa(3) / lynette(3) / sara(3) / sigewinne(3) / venti(3) / yaemiko(3) / yanfei(3) / yunjin(3) / zhongli(3) / aloy(2) / ayaka(2) / ayato(2) / candace(2) / chevreuse(2) / chiori(2) / cyno(2) / dehya(2) / dori(2) / eula(2) / faruzan(2) / gorou(2) / heizou(2) / itto(2) / jean(2) / keqing(2) / kirara(2) / kokomi(2) / mavuika(2) / mika(2) / navia(2) / nilou(2) / qiqi(2) / sayu(2) / tighnari(2) / wanderer(2) / xiao(2) / xilonen(2) / xinyan(2) / yaoyao(2) / yoimiya(2) / alhaitham(1) / chasca(1) / citlali(1) / dahlia(1) / escoffier(1) / flins(1) / ineffa(1) / kaveh(1) / kinich(1) / lanyan(1) / lauma(1) / mualani(1) / ningguang(1) / noelle(1) / ororon(1) / razor(1) / sethos(1) / skirk(1) / varesa(1),freedomsworn(6) / engulfinglightning(4) / favoniussword(4) / mistsplitterreforged(4) / splendoroftranquilwaters(4) / thecatch(4) / aquasimulacra(3) / athousandfloatingdreams(3) / ironsting(3) / polarstar(3) / rust(3) / absolution(2) / cashflowsupervision(2) / deathmatch(2) / favoniuslance(2) / favoniuswarbow(2) / oathsworneye(2) / prototypeamber(2) / sacrificialsword(2) / thealleyflash(2) / theblackspoon(2) / thestringless(2) / thewidsith(2) / tomeoftheeternalflow(2) / wanderingevenstar(2) / xiphosmoonlight(2) / aquilafavonia(1) / calamityqueller(1) / cranesechoingcall(1) / crescentpike(1) / crimsonmoonssemblance(1) / darkironsword(1) / endoftheline(1) / fadingtwilight(1) / festeringdesire(1) / fleuvecendreferryman(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / primordialjadecutter(1) / prototypearchaic(1) / prototyperancour(1) / skywardatlas(1) / thrillingtalesofdragonslayers(1) / thunderingpulse(1) / urakumisugiri(1) / verdict(1),viridescentvenerer(7) / emblemofseveredfate(4) / noblesseoblige(4) / deepwoodmemories(3) / goldentroupe(3) / marechausseehunter(3) / fragmentofharmonicwhimsy(2) / heartofdepth(2) / tenacityofthemillelith(2) / unfinishedreverie(2) / blizzardstrayer(1) / gladiatorsfinale(1) / lavawalker(1) / scrolloftheheroofcindercity(1) / thunderingfury(1) / vourukashasglow(1)
keqing,keqing(10) / fischl(8) / beidou(7) / bennett(7) / nahida(7) / collei(6) / xingqiu(6) / zhongli(6) / amber(5) / raiden(5) / xiangling(5) / yaoyao(5) / ineffa(4) / jean(4) / kukishinobu(4) / lanyan(4) / ororon(4) / xilonen(4) / yelan(4) / albedo(3) / baizhu(3) / chevreuse(3) / clorinde(3) / emilie(3) / furina(3) / gaming(3) / kazuha(3) / kirara(3) / lauma(3) / lynette(3) / mavuika(3) / sara(3) / sayu(3) / sigewinne(3) / sucrose(3) / varesa(3) / xianyun(3) / aloy(2) / citlali(2) / cyno(2) / diluc(2) / dori(2) / eula(2) / flins(2) / ganyu(2) / hutao(2) / klee(2) / lisa(2) / neuvillette(2) / qiqi(2) / rosaria(2) / sethos(2) / shenhe(2) / tighnari(2) / venti(2) / wanderer(2) / yaemiko(2) / yoimiya(2) / yunjin(2) / alhaitham(1) / arlecchino(1) / ayaka(1) / ayato(1) / barbara(1) / candace(1) / charlotte(1) / chasca(1) / chiori(1) / chongyun(1) / dahlia(1) / dehya(1) / diona(1) / escoffier(1) / faruzan(1) / freminet(1) / gorou(1) / heizou(1) / itto(1) / kaeya(1) / kaveh(1) / kinich(1) / kokomi(1) / layla(1) / lyney(1) / mika(1) / mona(1) / mualani(1) / navia(1) / nilou(1) / ningguang(1) / noelle(1) / razor(1) / skirk(1) / thoma(1) / wriothesley(1) / xiao(1) / xinyan(1) / yanfei(1),mistsplitterreforged(9) / primordialjadecutter(8) / freedomsworn(7) / theblackspoon(6) / ironsting(5) / harangeppakufutsu(4) / harbingerofdawn(4) / prototypeamber(4) / azurelight(3) / blacktassel(3) / elegyfortheend(3) / finaleofthedeep(3) / kagotsurubeisshin(3) / kitaincrossspear(3) / lightoffoliarincision(3) / lionsroar(3) / sacrificialsword(3) / summitshaper(3) / absolution(2) / aquasimulacra(2) / aquilafavonia(2) / calamityofeshu(2) / engulfinglightning(2) / favoniussword(2) / favoniuswarbow(2) / fracturedhalo(2) / serpentspine(2) / skywardblade(2) / skywardharp(2) / skywardpride(2) / splendoroftranquilwaters(2) / staffofhoma(2) / thecatch(2) / thestringless(2) / urakumisugiri(2) / amenomakageuchi(1) / athousandfloatingdreams(1) / darkironsword(1) / deathmatch(1) / favoniuslance(1) / hakushinring(1) / jadefallssplendor(1) / keyofkhajnisut(1) / prototyperancour(1) / sacrificialfragments(1) / theflute(1) / thrillingtalesofdragonslayers(1) / wanderingevenstar(1),thunderingfury(9) / gildeddreams(7) / thundersoother(7) / viridescentvenerer(5) / deepwoodmemories(4) / tenacityofthemillelith(4) / emblemofseveredfate(3) / noblesseoblige(3) / flowerofparadiselost(2) / fragmentofharmonicwhimsy(2) / goldentroupe(2) / marechausseehunter(2) / obsidiancodex(2) / scrolloftheheroofcindercity(2) / unfinishedreverie(2) / archaicpetra(1) / gladiatorsfinale(1) / oceanhuedclam(1) / paleflame(1) / shimenawasreminiscence(1)
